aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,model_variance_mean
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,0,0.9982724785804749,0.3342,0.0006222356460057199
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,5,0.9453137516975403,0.5676,0.0014760916819795966
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,11,0.8833963871002197,0.6773,0.002174503169953823
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,16,0.8335654139518738,0.7118,0.0026422282680869102
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,22,0.7763635516166687,0.7592,0.0031288161408156157
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,27,0.7315254807472229,0.7855,0.0034892777912318707
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,33,0.6808518171310425,0.8066,0.003886593272909522
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,38,0.6412860155105591,0.8131,0.0041948724538087845
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,44,0.5972105860710144,0.8268,0.00454377569258213
ADVANCED IFFI,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3,5.0,1,0.05,resnet18,50,0.5566181540489197,0.8331,0.004866603761911392
